id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
31129657,Little Oasis,777748,Michal,Beacon Hill,North Beacon Hill,47.57212,-122.3068,Entire home/apt,108,1,269,6/16/2024,4.02,1,62,39,STR-OPLI-19-000346
31138126,Great view Capitol Hill 1 bedroom apartment,42942539,Kira,Capitol Hill,Broadway,47.62023,-122.32848,Entire home/apt,123,2,191,5/29/2024,2.89,2,3,34,STR-OPLI-19-003468
31145360,Ravenna Studio Cottage Near UW and Green Lake,4746434,Stacy,University District,University District,47.67239,-122.31949,Entire home/apt,135,3,204,6/20/2024,3.06,1,54,31,STR-OPLI-19-000452
31219741,Well-appointed mother-in-law apt in Capitol Hill,210731176,Tricia And Isaac,Capitol Hill,Stevens,47.61967,-122.31015,Entire home/apt,250,30,37,10/4/2023,0.57,1,364,2,
31243526,Capitol Hill 2 Bedroom w/ Parking Spot,162159097,Donald,Capitol Hill,Stevens,47.62046,-122.30229,Entire home/apt,146,2,163,6/18/2024,2.54,2,286,51,STR-OPLI-21-000168
31287568,Spacious Full Apt - No Cleaning Fee,234147890,Robert,Seward Park,Seward Park,47.55764,-122.26968,Entire home/apt,,3,217,6/15/2024,3.31,1,24,35,STR-OPLI-19-000954
31294061,New Royal starlight room with memory foam bed,30559,Angielena,Other neighborhoods,Georgetown,47.54952,-122.31747,Private room,81,2,58,6/12/2024,0.88,10,350,18,Exempt
31321961,Private Room #3 amongst Seattle's finest amenities,56004960,Andrew,Other neighborhoods,Wallingford,47.66644,-122.33544,Private room,72,30,35,5/31/2024,0.53,13,140,5,
31361577,"Guest Quarters Near UW, Children's, Lake Wash",32701707,Elise,Lake City,Meadowbrook,47.70237,-122.2942,Entire home/apt,85,1,72,6/23/2024,1.17,1,316,50,STR-OPLI-22-001824
31444663,B Hill Studio near Lt Rail/StDms,235543653,Bernard,Beacon Hill,North Beacon Hill,47.58329,-122.315018,Entire home/apt,122,3,134,1/3/2024,2.09,1,82,17,STR-OPLI-22-000127
31462782,"Clean, Spacious, Modern Queen Anne Basement Studio",235362223,Lora,Queen Anne,North Queen Anne,47.64103,-122.359,Entire home/apt,190,2,185,6/23/2024,2.94,1,3,26,STR-OPLI-19-000328
31465446,"The House on Sunset Hill, 2 Bed, Puget Sound View",77164643,Leah,Ballard,Sunset Hill,47.6752,-122.40534,Entire home/apt,218,2,78,6/8/2024,1.21,1,72,3,STR-OPLI-20-000161
31476418,"Close to downtown, Kraken Games, & Concerts",21752052,SarahBeth,Magnolia,Lawton Park,47.65164,-122.40094,Entire home/apt,179,1,116,9/22/2023,1.75,1,143,12,STR-OPLI-21-000507
31545482,2BR Greenwood Artists Hideaway,236442276,Kelley,Other neighborhoods,Greenwood,47.6957044,-122.3453527,Entire home/apt,124,3,356,6/14/2024,5.51,1,115,69,STR-OPLI-19-000677
31562982,Luxury apt on Queen Anne's desirable South Slope,236572187,Karen,Queen Anne,East Queen Anne,47.62905636,-122.3447985,Entire home/apt,186,3,150,6/14/2024,2.29,2,46,33,STR-OPLI-19-001296
31593357,Private Entry Suite  Stylish & Cute w Kitchenette,75632952,Nityia,Beacon Hill,Mid-Beacon Hill,47.55046,-122.31028,Entire home/apt,103,3,86,6/22/2024,1.3,1,46,31,STR-OPLI-19-000348
31623027,Amazing Studio in Columbia City-Near Light Rail,225034304,Julie,Rainier Valley,Columbia City,47.55636,-122.28696,Entire home/apt,139,1,208,6/22/2024,3.15,3,329,68,STR-OPLI-22-000075
31623201,City Haven Apartment with a Fireplace in a Craftsman House,15784748,Teresa,Other neighborhoods,Fremont,47.66132,-122.35001,Entire home/apt,284,2,123,6/18/2024,1.86,1,275,14,STR-OPLI-19-002224
31649637,Private Studio in Classic 1902 Capitol Hill Home,237294625,Cara,Capitol Hill,Broadway,47.6213,-122.31402,Entire home/apt,147,1,439,6/12/2024,6.67,1,188,80,STR-OPLI-19-001948
31861313,Belvidere Cabana - Seattle/Cascade Mtn Views,54521468,Rebecca,West Seattle,Genesee,47.5685,-122.37978,Entire home/apt,225,3,95,5/6/2024,1.44,2,124,15,STR-OPLI-19-000903
31861361,Ballard Condo! Free Parking! Rooftop Deck! Gym!,143060164,Robert,Ballard,Adams,47.66943,-122.38223,Entire home/apt,147,3,81,6/19/2024,1.31,4,148,19,STR-OPLI-20-000172
31985844,"Sunset Hill ""Birdhouse"" - 2 bed & patio views",3031025,Andy,Ballard,Sunset Hill,47.67348,-122.40336,Entire home/apt,128,3,125,6/14/2024,2.04,1,285,37,STR-OPLI-19-002916
32049112,Emerson Triplex,113716480,Waunda,Queen Anne,North Queen Anne,47.65269,-122.37033,Entire home/apt,100,30,73,10/29/2022,1.12,1,316,0,STR-OPLI-19-844074
32064854,Charming apartment in Queen Anne North,128323587,Yulia,Queen Anne,North Queen Anne,47.64633,-122.3624,Entire home/apt,105,2,127,3/25/2024,1.95,1,14,5,
32067665,Blue Heron Guesthouse,1640101,Janice,West Seattle,Alki,47.56657,-122.40702,Entire home/apt,142,3,77,6/9/2024,1.29,1,72,12,STR-OPLI-19-000702
32089743,Lake Shore Seattle,78475236,Charles,Lake City,Matthews Beach,47.69949,-122.27278,Entire home/apt,80,60,1,7/31/2021,0.03,1,204,0,
32103231,Secret Garden Suite in Blue Ridge,187982569,Joyce,Other neighborhoods,Crown Hill,47.70412,-122.37346,Entire home/apt,86,2,178,6/17/2024,2.74,1,209,36,STR-OPLI-19-001608
32169794,Heart of Seattle with Stunning Space Needle Views,7593634,Dustin,Downtown,Belltown,47.61756134,-122.3463593,Entire home/apt,127,4,88,6/17/2024,1.37,1,115,15,STR-OPLI-20-000794
32195610,Pigeon Point #1 Cute and cozy. 10 mins to DT Sea.,241584087,Brian And Anh,Delridge,North Delridge,47.56799,-122.36059,Entire home/apt,176,2,329,6/18/2024,5.03,3,38,49,STR-OPLI-19-002302
32269368,Private Room #4 amongst Seattle's finest amenities,56004960,Andrew,Other neighborhoods,Wallingford,47.66603,-122.33402,Private room,78,30,37,1/10/2024,0.58,13,142,1,
32410643,Studio Apt @ The Purple Place on 18th,198522296,David,Central Area,Minor,47.61121,-122.30854,Entire home/apt,132,3,104,6/22/2024,1.62,2,85,26,STR-OPLI-19-001083
32438199,Twin Bed in Shared Dorm @ Green Tortoise Hostel,31751507,Rex,Downtown,Central Business District,47.60996,-122.339,Shared room,35,1,695,6/23/2024,16.83,4,347,197,Exempt
32454401,Lower Queen Anne Old World Landing Pad Oasis,31245355,Kiela,Queen Anne,Lower Queen Anne,47.62481,-122.36346,Private room,75,30,6,6/16/2019,0.1,1,89,0,
32474278,Blue Haven- Water Front Condo,243983185,Bindu,Downtown,Pike-Market,47.60982,-122.34418,Entire home/apt,504,3,182,6/2/2024,2.83,1,131,25,STR-OPLI-19-001543
32526287,The Broadway Apartment Near Downtown/Capitol Hill,4730169,Magic,Downtown,Yesler Terrace,47.60583,-122.31993,Entire home/apt,133,1,279,6/11/2024,4.31,14,213,25,STR-OPLI-22-001858
32590821,Backyard Apartment Overlooking Ravenna Park,238167649,Nahele,Other neighborhoods,Ravenna,47.67204,-122.31016,Entire home/apt,105,2,73,6/17/2024,1.15,2,66,19,str-opli-21-000217
32595122,"Sparkling Clean Twnhse, Prvt Rooftop, Free Parking",17986403,Blair,Capitol Hill,Broadway,47.61543,-122.31369,Entire home/apt,393,3,290,6/18/2024,4.57,1,197,63,STR-OPLI-19-000849
32609678,Whole House - Arboretum Park,9510212,Chris,Capitol Hill,Stevens,47.62465,-122.29546,Entire home/apt,,90,3,3/7/2024,0.2,1,50,2,STR-OPLI-22-001808
32611866,Henry's Hideaway-Cozy Farmhouse Styled Guest Suite,50412282,Kelly & Will,Ballard,Whittier Heights,47.68221925,-122.3762413,Entire home/apt,188,2,189,5/19/2024,3.08,2,298,26,STR-OPLI-19-001976
32619057,Your Private Condo in the Heart of Seattle,40235104,Robert,Downtown,Belltown,47.61788,-122.34722,Entire home/apt,104,30,28,6/8/2023,0.47,1,209,0,
32645076,Montlake's Underground Flamingo,7533180,Simon,Capitol Hill,Montlake,47.64298,-122.30122,Entire home/apt,100,30,27,3/8/2024,0.44,1,131,2,8.40E+12
32680074,Walk to UW & U Village /View/Bright/Serene #E,3074414,Melissa,University District,University District,47.66473,-122.30485,Entire home/apt,117,30,5,11/4/2023,0.08,132,251,1,
32747568,Spacious SEAVIEW SUITE at Luxury Estate,54660,Dennis,Other neighborhoods,North Beach/Blue Ridge,47.70692,-122.37849,Entire home/apt,152,1,407,6/21/2024,6.31,4,240,69,STR-OPLI-19-000980
32793488,Stylish Cherry-Street Townhome w/ outdoor deck,36397791,Brennen,Central Area,Mann,47.60719,-122.29959,Entire home/apt,225,2,122,6/10/2024,1.94,1,311,19,
32817061,"Beautiful Craftsman, peaceful Bryant Neighborhood",89038794,Mike,Other neighborhoods,Bryant,47.6676,-122.2894,Entire home/apt,125,30,27,8/30/2023,0.44,1,296,8,STR-OPLI-19-002923
32879656,Seattle Suite: Walk to everywhere in Downtown,247372730,Alex,Downtown,Belltown,47.61409871,-122.3465484,Entire home/apt,175,2,122,6/23/2024,6.78,1,29,82,STR-OPLI-22-002011
32902443,Luxury 1BD Suite Waterfront,247549339,Lindsay,Downtown,Pike-Market,47.60954,-122.34257,Entire home/apt,234,2,38,6/14/2024,0.66,1,9,12,STR-OPLI-19-000246
32922639,"Seattle Vacation Home: The Market - Modern 2 bed craftsman, great location",54812088,Seattle Vacation Home,Central Area,Mann,47.61649,-122.29719,Entire home/apt,223,30,100,6/8/2024,1.6,39,343,13,STR-OPLI-19-002936
32922642,"Seattle Vacation Home: Bravo House - Luxury 3 bed/2.5bath, great location",54812088,Seattle Vacation Home,Central Area,Mann,47.6195,-122.29991,Entire home/apt,521,30,34,1/27/2020,0.55,39,365,0,
32944774,Paris sky calm room,30559,Angielena,Other neighborhoods,Georgetown,47.54948,-122.31804,Private room,63,2,81,6/22/2024,1.31,10,345,16,Exempt
32961595,Luxury Views- Modern Amenities,83196787,Greg And Lori,West Seattle,Fauntleroy,47.52965,-122.38871,Entire home/apt,500,3,21,8/4/2023,0.34,1,272,3,STR-OPLI-19-001272
32963775,Stunning Penthouse view Space Needle & Lake Union,248084367,Frank,Queen Anne,East Queen Anne,47.63072,-122.34463,Entire home/apt,300,2,140,6/22/2024,2.25,1,332,18,STR-OPLI-19-000796
32967408,"West Seattle Home-Extended Stay,Free Parking,W/D!",181358648,Max & Melissa,Delridge,North Delridge,47.56028,-122.36285,Entire home/apt,165,30,89,5/11/2024,1.43,2,151,2,STR-OPLI-19-000402
32993666,Downtown Waterfront Pike Place Luxury Apartment,246852381,Robert,Downtown,Central Business District,47.60661,-122.33937,Entire home/apt,313,1,427,6/9/2024,6.66,1,137,107,STR-OPLI-19-000712
33020993,"SPACIOUS HOME in Quiet Neighborhood, Pet Friendly!",1281652,Daniel,Magnolia,Southeast Magnolia,47.64042,-122.38804,Entire home/apt,599,6,21,3/31/2024,0.34,1,102,2,STR-OPLI-19-001300
33079261,Stately Queen Anne House with Bonus Guest Suite,204886779,Jennifer,Queen Anne,West Queen Anne,47.6378,-122.36593,Entire home/apt,412,2,155,6/16/2024,2.47,6,41,31,STR-OPLI-19-003361
33079505,Charming City Quarters with Balcony Views,183583319,Alex,Downtown,Central Business District,47.60787282,-122.337818,Entire home/apt,192,2,372,6/9/2024,5.86,3,170,61,STR-OPLI-20-000043
33120365,"Large 2b1b near UW, Green Lake, U Village",15448957,Libby,University District,University District,47.67063,-122.30797,Entire home/apt,163,1,151,6/6/2024,2.47,1,174,50,STR-OPLI-19-001409
33149601,The Guthman Apartment Near Downtown/Capitol Hill,4730169,Magic,Downtown,Yesler Terrace,47.60416,-122.32059,Entire home/apt,127,30,170,6/8/2024,2.69,14,205,12,STR-OPLI-22-001858
33172197,Dwntn SEA- Firsthill/Caphill w/prking Finan. Dist.,88239283,Mo,Downtown,First Hill,47.61164,-122.32856,Entire home/apt,309,3,196,6/16/2024,3.12,2,120,29,STR-OPLI-19-000534
33200897,"Seattle Charm Near Downtown, Cruise Terminal",4719178,Liz,Interbay,Interbay,47.63278,-122.39187,Entire home/apt,145,3,156,6/12/2024,2.51,1,53,33,STR-OPLI-20-000595
33219833,Central & Modern Studio in South Capitol Hill,250118922,Ella,Central Area,Atlantic,47.60123,-122.31594,Entire home/apt,180,30,38,11/10/2019,0.6,1,89,0,
33224279,"Charming Garden House Bedroom, South Capitol Hill",15502197,Kimberley,Central Area,Minor,47.6035,-122.31331,Private room,87,3,22,6/14/2024,0.35,10,112,7,STR-OPLI-19-001178
33225888,Stylish Magnolia Home with Backyard and Nearby Bus,250175998,Holly And Matt,Magnolia,Southeast Magnolia,47.64483,-122.38391,Entire home/apt,185,1,645,6/20/2024,10.07,2,339,120,STR-OPLI-19-002023
33246518,Sweet Suite Seattle,13774169,Peach,Seward Park,Seward Park,47.55641,-122.26317,Entire home/apt,199,3,47,6/18/2024,0.87,1,122,16,STR-OPLI-19-001673
33250388,"Modern, Tranquil Guest Room close to Downtown",49112899,Supriya,West Seattle,North Admiral,47.57776,-122.37382,Entire home/apt,82,2,185,6/2/2024,2.91,2,21,30,STR-OPLI-19-001079
33252187,Spacious Garden Apartment,593515,Sarah,Capitol Hill,Broadway,47.62817,-122.31764,Entire home/apt,137,1,205,6/11/2024,3.44,1,44,47,STR-OPLI-19-001168
33270711,Cute Studio and Breakfast with Yard and Nearby Bus,250175998,Holly And Matt,Magnolia,Southeast Magnolia,47.64518,-122.38593,Entire home/apt,102,1,685,6/20/2024,10.69,2,351,128,STR-OPLI-19-002023
33276085,NEW! Queen Anne Cottage with Sky Deck near Amazon!,173100599,Don,Queen Anne,North Queen Anne,47.65196,-122.37215,Entire home/apt,299,7,84,5/26/2024,1.35,6,174,18,STR-OPLI-19-003327
33286578,Stylish Flat in Iconic West Seattle,54521468,Rebecca,West Seattle,Genesee,47.56762,-122.37867,Entire home/apt,175,2,115,5/16/2024,1.82,2,114,13,str-opli-19-000903
33295396,Coastal Room @ Judkins Park Inn - Next to Downtown,130470547,Ben,Central Area,Atlantic,47.59228,-122.30189,Private room,82,1,171,6/23/2024,6.94,3,277,88,STR-OPLI-22-000804
33350586,Cozy affordable studio perfect to explore Seattle!,280827,Daniel,Delridge,South Delridge,47.52108,-122.36023,Entire home/apt,109,1,153,6/14/2024,2.46,1,129,42,STR-OPLI-19-003435
33395033,Hitt's Hill Guesthouse: Next Level Luxury,110154,Norea,Rainier Valley,Columbia City,47.5537,-122.2826,Entire home/apt,208,2,132,6/21/2024,2.26,1,243,37,STR-OPLI-19-000403
33406731,Spacious Bryant Retreat,103482739,Nate,Other neighborhoods,Ravenna,47.67434,-122.29607,Entire home/apt,170,2,105,6/16/2024,1.68,1,38,8,STR-OPLI-19-000164
33531706,Private bedroom in North Seattle,38082225,Cecilia,Northgate,Haller Lake,47.73401,-122.33762,Private room,52,21,17,5/8/2024,0.31,3,306,2,STR-OPLI-19-003467
33619584,Cottage Travelling Nurse close to all hospitals,28379912,Daniel James Rogers,Cascade,Eastlake,47.64475632,-122.3256607,Entire home/apt,82,30,13,5/25/2024,0.25,11,112,3,
33690503,Captivating One Bedroom Condo.,86157147,Lyle,Downtown,Belltown,47.61671,-122.3453,Entire home/apt,172,3,265,6/11/2024,4.2,16,118,57,STR-OPLI-19-003040
33692462,Super Location Private Room in Zen City House,15502197,Kimberley,Central Area,Minor,47.60342,-122.31155,Private room,138,1,20,5/11/2024,0.34,10,66,4,STR-OPLI-19-001178
33717119,Queen Anne private studio - modern craftsman charm,29688752,Tim,Queen Anne,West Queen Anne,47.63676,-122.35967,Entire home/apt,194,2,132,6/9/2024,2.14,1,139,19,STR-OPLI-19-002642
33717205,NO CLEAN FEE 15 min Downtown Updated Cozy Bedroom,85038298,Kathleen,Northgate,Pinehurst,47.72111,-122.31666,Private room,88,3,156,6/21/2024,2.46,2,360,11,STR-OPLI-19-000976
33738155,Exquisite Home in the Center of Seattle,7321624,Carlos A.,Downtown,Belltown,47.61537,-122.34137,Entire home/apt,166,2,307,6/22/2024,4.94,2,174,54,STR-OPLI-19-002864
33776522,Entire Townhome with Parking near University of WA,253907249,Jay,Other neighborhoods,Ravenna,47.68234,-122.30173,Entire home/apt,173,1,119,5/26/2024,1.91,1,20,23,STR-OPLI-20-000748
33800373,Reservoir Park in Maple Leaf,82931049,Allison,Northgate,Maple Leaf,47.69112,-122.31859,Entire home/apt,,3,80,9/4/2023,1.27,1,1,6,STR-OPLI-19-002514
33803288,Contemporary Comfort in Prime U-District Location,16719911,Jingjing,University District,University District,47.66789,-122.32078,Entire home/apt,129,5,110,6/9/2024,1.77,1,41,20,STR-OPLI-19-000604
33856812,No Clean Fee 15 min Downtown Light Corner Bedroom,85038298,Kathleen,Northgate,Pinehurst,47.72187,-122.31871,Private room,86,3,147,6/20/2024,2.33,2,347,11,STR-OPLI-19-000976
33877230,Cozy 1 Bedroom Apt Near Children’s Hospital and UW,123282042,Katya,Other neighborhoods,Laurelhurst,47.65696,-122.27745,Entire home/apt,168,1,113,4/29/2024,1.82,1,176,26,STR-OPLI-19-001744
33878810,"Cozy, family-friendly 3 BR unit in NE Seattle",103364909,Hadi,Lake City,Olympic Hills,47.72579,-122.29772,Entire home/apt,129,4,70,5/27/2024,1.13,1,50,8,STR-OPLI-19-000924
33961254,Relax in Capitol Hill with amazing rooftop views.,254786010,Alex,Capitol Hill,Broadway,47.62592,-122.31869,Entire home/apt,229,2,119,6/13/2024,2.01,1,47,14,STR-OPLI-19-001021
33988269,Elegant Top Floor Apartment with View and Parking,253535695,Alex,Queen Anne,North Queen Anne,47.65041,-122.37447,Entire home/apt,195,4,129,6/18/2024,2.09,2,301,39,STR-OPLI-19-002997
34017801,Cozy 1 BR Condo on Seattle Waterfront at Pier 62,152646541,Susan,Downtown,Pike-Market,47.60968,-122.34304,Entire home/apt,233,3,8,6/22/2024,5.11,1,172,8,STR-OPLI-24-000316
34066096,2 miles from AMAZON on Queen Anne / PETS ALLOWED,173100599,Don,Queen Anne,West Queen Anne,47.63939,-122.36227,Entire home/apt,249,7,72,6/1/2024,1.17,6,109,15,STR-OPLI-19-003327
34069890,Charming & Spacious Guest Suite in NW Seattle,2370047,Susie,Other neighborhoods,Broadview,47.71767,-122.36362,Entire home/apt,85,5,55,6/19/2024,0.99,1,26,10,STR-OPLI-21-000239
34097274,"Grand Lake View, Free Parking, Long Term Discount!",9423452,Daniel,Cascade,Westlake,47.6372261,-122.343895,Entire home/apt,145,5,42,6/8/2024,0.71,3,212,21,STR-OPLI-22-001968
34162981,"Private, Spacious, Pet Friendly w/ Parking",129299910,Amina,Northgate,North College Park,47.70399,-122.33655,Entire home/apt,154,1,342,6/9/2024,5.65,1,54,111,STR-OPLI-20-000093
34237562,Short walk to UW Clean Remodeled  (6),3074414,Melissa,University District,University District,47.65859,-122.31813,Entire home/apt,114,30,17,3/6/2024,0.27,132,38,2,STR-OPLI-19-000157
34259570,Cozy home nearby most attractions Seattle center,257232141,Yaru,Downtown,Belltown,47.61396,-122.34786,Entire home/apt,291,1,221,6/17/2024,3.58,1,118,69,STR-OPLI-22-000993
34264537,1 block to Green Lake Quiet &  Super convenient 10,3074414,Melissa,Other neighborhoods,Green Lake,47.67828,-122.32313,Entire home/apt,126,30,28,9/20/2022,0.45,132,333,0,STR-OPLI-20-000157
34283658,Ballard's Tiny Herb Garden,33692214,Sean,Other neighborhoods,Crown Hill,47.6924,-122.38132,Entire home/apt,89,1,96,6/1/2024,1.56,2,77,41,STR-OPLI-20-000883
34287681,Downtown Seattle with a mid-century modern vibe!,258872227,Alyssa,Downtown,First Hill,47.61214,-122.3298,Entire home/apt,216,5,18,5/27/2024,0.31,1,113,15,STR-OPLI-23-000633
34311900,"Traveling Nurse, Freddie Mercury room (COR) स्वागत हे",85076667,Sabrina & Perry,Other neighborhoods,Fremont,47.66188,-122.35197,Private room,126,30,15,8/27/2023,0.25,12,317,1,
34397966,[AC included] HIGH RISE Bedroom + Private Bathroom,4460223,Shane,Downtown,First Hill,47.60949,-122.32347,Private room,148,1,68,6/8/2024,1.09,2,173,24,STR-OPLI-19-001277
34403379,2 bedroom apt short walk Light Rail and UW  (28),3074414,Melissa,University District,University District,47.658066,-122.317108,Entire home/apt,145,30,10,6/18/2023,0.17,132,183,0,STR-OPLI-19-002570
34409642,Craftsman with Breathtaking View of Seattle,229088971,Eza,Rainier Valley,Rainier Beach,47.50976,-122.2562,Entire home/apt,337,2,42,5/11/2024,0.69,1,148,18,STR-OPLI-19-002610
34448530,Montlake Tudor 3 blocks from UW Light Rail Station,244212300,Debbie,Capitol Hill,Montlake,47.64386,-122.30416,Private room,104,2,147,6/15/2024,2.36,2,87,31,STR-OPLI-19-002447
34504826,Private Cottage in urban oasis,2434555,Mary Jo,Central Area,Mann,47.60696,-122.29886,Entire home/apt,211,3,72,6/17/2024,1.18,1,49,14,STR-OPLI-20-000856
34505467,Gabbie's Garden Getaway for 1 or 2,27267565,Gabrielle,Other neighborhoods,Phinney Ridge,47.67513,-122.35753,Entire home/apt,272,2,113,6/15/2024,1.85,1,234,24,STR-OPLI-21-000044
34512007,1 BR Seattle Luxury Mother-in-Law home w/Lake View,250707031,Scott,Rainier Valley,Mount Baker,47.58926,-122.29008,Entire home/apt,138,10,23,11/2/2023,0.39,2,291,2,STR-OPLI-19-002543
34535666,Striking Studio with Lake Washington Views;,250707031,Scott,Rainier Valley,Mount Baker,47.58815,-122.29156,Entire home/apt,130,30,51,4/8/2024,0.83,2,236,3,STR-OPLI-19-002551
34546567,Cute Studio Near Capitol Hill Station,237413517,Sherly,Capitol Hill,Broadway,47.61935,-122.32218,Entire home/apt,155,1,292,6/16/2024,4.68,2,333,94,STR-OPLI-20-008888
34571618,Walkable-Spacious & Cozy+ Off street parking spot!,16708587,Jill,Queen Anne,West Queen Anne,47.63207,-122.36775,Entire home/apt,226,2,114,6/16/2024,1.85,5,212,40,STR-OPLI-19-002872
34575757,Stylish Modern Comfort Oasis in the City,15502197,Kimberley,Central Area,Minor,47.60419846,-122.3126068,Entire home/apt,218,1,15,6/11/2024,0.25,10,120,4,STR-OPLI-19-001178
34623511,"Steps to UW, Top floor clean and breezy (16)",3074414,Melissa,University District,University District,47.65786,-122.31785,Entire home/apt,115,30,12,6/12/2022,0.2,132,63,0,STR-OPLI-20-000157
34664482,Acclaimed 4BR Modern Eclectic | Great Patio & Yard,33745235,Zia,Lake City,Meadowbrook,47.70175,-122.29217,Entire home/apt,436,1,46,5/15/2024,0.75,2,331,17,STR-OPLI-19-000443
34690515,"A Cozy Light-Filled Retreat in Queen Anne, Seattle",261689152,Kirsty,Queen Anne,East Queen Anne,47.63489,-122.35395,Entire home/apt,95,1,279,6/4/2024,4.51,1,77,73,STR-OPLI-19-000978
34693229,Capitol Hill Ultra Stylish Huge Room: Guest Suite,15502197,Kimberley,Central Area,Minor,47.60499078,-122.313842,Private room,116,1,18,9/16/2023,0.29,10,206,2,STR-OPLI-19-001178
34753043,South Orcas Studio,91194968,Loren,Rainier Valley,Columbia City,47.55195,-122.27561,Entire home/apt,86,2,17,6/12/2024,3.59,1,174,17,STR-OPLI-24-000088
34756492,A Cozy Oasis,211011898,Marianne,Queen Anne,North Queen Anne,47.6457,-122.37342,Entire home/apt,128,2,101,6/23/2024,1.7,1,85,25,STR-OPLI-19-003320
34758003,Beautiful modern 3BR/3BA townhome in historic CD,487344448,Ricardo,Central Area,Minor,47.60651,-122.30384,Entire home/apt,228,3,171,6/22/2024,2.77,19,125,64,STR-OPLI-20-000190
34779314,EPIC VIEW Mid-Century Modern Queen Anne Sanctuary,75319165,Rachel,Queen Anne,North Queen Anne,47.6488,-122.37159,Entire home/apt,625,4,20,10/18/2023,0.55,1,202,5,STR-OPLI-21-000490
34817437,Bridge & Mountain View Abode,20959955,Joshua,Other neighborhoods,Fremont,47.66186,-122.35474,Entire home/apt,145,30,0,,,1,301,0,
