id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
51806061,Stunning Home in front of a park in Ballard,18930841,Claudia,Ballard,Sunset Hill,47.6781,-122.39882,Entire home/apt,757,2,9,3/3/2024,0.3,1,172,5,STR-OPLI-19-002343
51822249,New West Seattle Cute Little Cottage!,5439562,Bri,West Seattle,Gatewood,47.54263,-122.39024,Entire home/apt,109,2,182,5/27/2024,5.28,2,127,33,STR-OPLI-20-000314
51822515,Suburbal Cottage 20 Minutes From Major PNW Sites,419818613,Thomas,Lake City,Olympic Hills,47.72715,-122.29663,Entire home/apt,182,1,20,6/9/2024,0.59,1,159,6,STR-OPLI-21-000821
51826667,Cozy Ballard Getaway,127420768,Michele,Ballard,Adams,47.67444,-122.384,Entire home/apt,114,2,126,6/15/2024,3.72,7,44,42,STR-OPli-21-000768
51829685,Welcombe Belltown,42324567,Mike And MJ,Downtown,Belltown,47.614609,-122.348106,Entire home/apt,160,1,134,6/14/2024,4.03,2,98,46,STR-OPLI-21-000776
51830128,Welcombe Seattle downtown,42324567,Mike And MJ,Downtown,Belltown,47.613983,-122.347206,Entire home/apt,164,1,223,6/20/2024,6.58,2,88,64,STR-OPLI-20-000452
51836659,"Blueground | S. Lake Union, gym, space needle view",107434423,Blueground,Cascade,South Lake Union,47.623719,-122.3359958,Entire home/apt,,31,0,,,340,0,0,
51840022,Waterfront Condo w Parking in Downtown Pike Place!,419944140,David,Downtown,Pike-Market,47.60815335,-122.3398441,Entire home/apt,280,6,90,6/8/2024,2.92,2,271,34,STR-OPLI-21-001138
51844154,Your Seattle Basecamp - stylish/comfy/convenient,42931551,Todd,Northgate,Haller Lake,47.7051,-122.33924,Entire home/apt,221,3,43,6/23/2024,1.32,1,142,29,STR-OPLI-21-000985
51860781,Good Vibes Studio close to downtown,29666316,Mish,Central Area,Atlantic,47.59971,-122.30618,Entire home/apt,100,2,197,6/13/2024,5.76,21,251,65,STR-OPLI-21-000688
51862505,Sentral 30+ Designer-Furnished 1BR w/ Flex Office,385511631,Sentral SLU,Cascade,South Lake Union,47.62319,-122.33219,Entire home/apt,,30,2,10/10/2022,0.06,1,0,0,
51867680,A Moody Getaway in the Heart of Seattle,41214779,Natasha,Cascade,South Lake Union,47.6186,-122.34688,Entire home/apt,147,1,162,6/10/2024,5.92,1,240,66,STR-OPLI-21-001181
51883468,Stylish Green Lake Gem: 5* Location & Dog Friendly,199744559,Spencer,Other neighborhoods,Wallingford,47.66662,-122.33576,Entire home/apt,394,2,77,6/19/2024,2.28,1,120,23,STR-OPLI-21-000839
51895998,"Blueground | S. Lake Union, w/d, space needle view",107434423,Blueground,Cascade,South Lake Union,47.6224773,-122.3427848,Entire home/apt,,31,0,,,340,0,0,
51901349,"Blueground | Ballard, rooftop, bbq, nr dining",107434423,Blueground,Ballard,Adams,47.6699786,-122.38032,Entire home/apt,,31,0,,,340,0,0,
51901364,"Blueground | Ballard, rooftop, bbq, nr dining",107434423,Blueground,Ballard,Adams,47.6699786,-122.38032,Entire home/apt,78,31,2,12/19/2023,0.07,340,0,1,
51905212,Montlake Garden Home,285677887,Zane,Capitol Hill,Montlake,47.63681952,-122.3043873,Entire home/apt,643,2,35,6/10/2024,1.39,1,125,12,STR-OPLI-22-000842
51910092,Ballard Birdhouse - 93 Walking Score/Garage/AC/Gym,65158746,Bryan,Ballard,Adams,47.67162,-122.37797,Entire home/apt,305,2,124,6/17/2024,3.65,8,48,30,STR-OPLI-21-000828
51954763,"Blueground | Ballard, rooftop, bbq, nr dining",107434423,Blueground,Ballard,Adams,47.6699786,-122.38032,Entire home/apt,,31,0,,,340,0,0,
51956996,"Blueground | Pioneer Sq, gym &bbq, sound view",107434423,Blueground,Downtown,Pioneer Square,47.595969,-122.3335889,Entire home/apt,148,31,0,,,340,348,0,
51957009,"Blueground | Ballard, rooftop, bbq, nr dining",107434423,Blueground,Ballard,Adams,47.6699786,-122.38032,Entire home/apt,,31,0,,,340,0,0,
51971558,The Sullivan - Cozy MCM Apt in South Seattle,403341889,Mike,Other neighborhoods,South Park,47.52602776,-122.3171525,Entire home/apt,110,2,103,6/22/2024,3.02,1,158,38,STR-OPLI-21-000671
51987980,Bright 2 Bedroom Home in the Heart of Seattle!,80333752,Ashley And Mike,Downtown,Belltown,47.6138,-122.34872,Entire home/apt,355,2,118,6/16/2024,3.46,36,149,46,STR-OPLI-19-001815
52007656,3BR/2BA House-AC- Parking- Light Rail,289666185,Nhat,Rainier Valley,Brighton,47.540836,-122.280312,Entire home/apt,314,2,63,6/10/2024,1.87,4,300,19,STR-OPLI-21-000832
52009884,Clean Cute Apt w/ Easy Access to DTWN & UW!,12389678,Céline & Kurt,Northgate,Maple Leaf,47.69058,-122.31055,Entire home/apt,,30,6,8/22/2023,0.19,1,9,1,STR-OPLI-22-000114
52031394,Modern Studio in the Heart of Ballard,34060592,Martin,Ballard,Loyal Heights,47.6778,-122.37749,Entire home/apt,84,1,70,6/10/2024,3.36,2,144,43,STR-OPLI-22-001417
52032005,"""The Fremont Overlook"" w/ Nifty Backyard & Firepit",11377707,Jason,Other neighborhoods,Fremont,47.65395,-122.35418,Entire home/apt,120,3,86,6/5/2024,2.62,3,106,28,STR-OPLI-21-000139
52064588,Maple Leaf newly remodeled 2b/1b w/utilities,121426692,Lindy,Northgate,Maple Leaf,47.695053,-122.316971,Entire home/apt,120,30,6,12/10/2023,0.24,3,307,2,STR-OPLI-21-001401
52064963,Beautiful Top Floor Loft in the heart of the City,359352438,Andrew,Downtown,Belltown,47.61792161,-122.3450792,Entire home/apt,216,1,80,6/2/2024,3.07,1,313,27,STR-OPLI-22-000779
52070044,Modern•99Walkscore•Pool•Hot-tub•Parking•Secure,262124020,Jayson,Downtown,Belltown,47.614937,-122.34761,Entire home/apt,196,2,157,6/19/2024,5.04,1,58,56,STR-OPLI-21-000883
52086672,Private 2 bedroom house,1247007,Alex,Lake City,Matthews Beach,47.71347,-122.29004,Entire home/apt,249,3,37,5/27/2024,1.16,1,331,11,STR-OPLI-21-000990
52095229,Cal Anderson Park Escape 1,190507384,Cherry,Capitol Hill,Broadway,47.61889,-122.31969,Entire home/apt,331,30,0,,,33,277,0,
52095232,Center of Capital Hill- 3BR,190507384,Cherry,Capitol Hill,Broadway,47.62084,-122.3178,Entire home/apt,342,30,0,,,33,277,0,STR-opli-12-000247
52095241,Capital Hill- center of the universe!,190507384,Cherry,Capitol Hill,Broadway,47.62108,-122.31788,Entire home/apt,334,30,0,,,33,277,0,Str-opli-21-000238
52110111,In the heart of Fremont (Seattle) two twin beds,3674895,Chris,Other neighborhoods,Fremont,47.65186,-122.34912,Private room,139,1,102,5/22/2024,3,2,238,18,Exempt
52131716,Modern Wallingford 1 Bedroom,63674214,Whitman,Other neighborhoods,Wallingford,47.66221,-122.34117,Entire home/apt,133,30,8,2/5/2024,0.3,10,321,3,
52135518,Stylish Queen Anne townhouse with rooftop deck.,3220148,Marie,Queen Anne,Lower Queen Anne,47.62826,-122.36169,Entire home/apt,404,2,116,6/21/2024,4.03,1,91,48,STR-OPLI-22-000157
52143683,Entire cozy Airbnb home in U-district,35065561,Helen,University District,University District,47.66813306,-122.313132,Entire home/apt,131,2,48,6/23/2024,1.86,1,294,20,STR-OPLI-24-000043
52145686,Cozy room with sunset views,407674166,Jason,Beacon Hill,Mid-Beacon Hill,47.54796013,-122.3072826,Private room,56,1,44,6/13/2024,3.96,1,99,44,STR-OPLI-23-001085
52148357,The Io a LEED Platinum Apartment Close to Downtown,4730169,Magic,Downtown,Yesler Terrace,47.60451,-122.32058,Entire home/apt,128,1,53,5/30/2024,1.62,14,352,14,STR-OPLI-22-001858
52152077,Lovely Lake Union Apt. w/ parking & fast Wi-Fi,354857797,Tyler,Queen Anne,East Queen Anne,47.64071,-122.34367,Entire home/apt,315,2,71,6/7/2024,2.1,2,350,16,STR-OPLI-21-000838
52152853,Charming North Beacon Hill Craftsman,12397907,Nick,Beacon Hill,North Beacon Hill,47.57394,-122.30446,Entire home/apt,140,2,40,1/15/2024,1.21,1,11,4,STR-OPLI-21-000971
52155542,"Cheery condo at Convention Center, walk everywhere",12649997,Amy,Downtown,First Hill,47.612137,-122.329803,Entire home/apt,196,5,78,6/15/2024,2.33,2,221,34,STR-OPLI-21-000891
52165568,Bright & roomy 5 br house Only 15 min to downtown,422299634,Colin,Rainier Valley,Brighton,47.53187,-122.2773,Entire home/apt,229,3,119,11/1/2023,3.52,1,163,14,STR-OPLI-22-000263
52166770,Isla's sweet suite - Micro Studio - 91Walkscore,340706410,Vince,Ballard,Whittier Heights,47.67907,-122.37472,Private room,139,1,114,5/16/2024,3.38,98,345,7,STR-OPLI-22-001819
52169867,Anders' sweet suite - Micro Studio - 91Walkscore,340706410,Vince,Ballard,Whittier Heights,47.67731,-122.3765,Private room,151,1,138,5/12/2024,4.09,98,355,19,STR-OPLI-22-001819
52170091,Zumbo's sweet suite - Micro Studio - 91Walkscore,340706410,Vince,Ballard,Whittier Heights,47.67907,-122.37461,Private room,134,1,137,6/11/2024,4.11,98,349,9,STR-OPLI-22-001819
52170221,Mae's sweet suite - Micro Studio - 91Walkscore,340706410,Vince,Ballard,Whittier Heights,47.67855,-122.37638,Private room,151,1,118,5/27/2024,3.5,98,356,9,STR-OPLI-22-001819
52170481,Quinn's sweet suite - Micro Studio - 91Walkscore,340706410,Vince,Ballard,Whittier Heights,47.67905,-122.37619,Private room,166,1,124,4/27/2024,3.69,98,348,15,STR-OPLI-22-001819
52170700,Seattle-Ballard Guestsuite,382351543,Irmgard,Ballard,West Woodland,47.67281,-122.36462,Entire home/apt,99,3,87,6/16/2024,2.68,1,195,38,STR-OPLI-19-001997
52170713,Fudges' sweet suite - Micro Studio - 91Walkscore,340706410,Vince,Ballard,Whittier Heights,47.67913,-122.37665,Private room,137,1,82,5/15/2024,2.48,98,349,9,STR-OPLI-22-001819
52170918,Pingu's sweet suite - Micro Studio - 91Walkscore,340706410,Vince,Ballard,Whittier Heights,47.67822,-122.3765,Private room,163,1,130,6/12/2024,3.86,98,340,35,STR-OPLI-22-001819
52172341,Private Roosevelt Home • Light Rail • A/C • Yard,17013860,Sam,Other neighborhoods,Roosevelt,47.68178,-122.31534,Entire home/apt,372,3,47,1/8/2024,1.45,7,179,13,STR-OPLI-21-000898
52187857,Charming 1bd Suite in Cap Hill - With Parking,402210661,Foxglove,Capitol Hill,Broadway,47.61946487,-122.3185043,Private room,186,1,113,5/24/2024,3.34,10,100,26,STR-OPLI-23-000313
52199093,Lofty Studio Prime Cap Hill Area Mins to Downtown,340706410,Vince,Capitol Hill,Broadway,47.62687,-122.32384,Entire home/apt,202,1,177,6/22/2024,5.42,98,0,51,STR-OPLI-21-000494
52201078,1 Bedroom detach unit-10 min walk to Alki beach,422565085,Marie-Josee,West Seattle,North Admiral,47.58058,-122.39356,Entire home/apt,106,4,96,5/30/2024,2.91,1,144,31,STR-OPLI-21-000906
52220024,The Legacy House @ Seward Park-3bd/1ba w/lake view,195256306,Tiffany,Seward Park,Seward Park,47.56193,-122.27311,Entire home/apt,225,2,73,6/10/2024,2.6,1,301,27,STR-OPLI-21-000965
52226418,4212 UW 2-Bedroom modern Townhouse N Seattle home,7435040,Vacation Rental LLC,University District,University District,47.65763,-122.32054,Entire home/apt,299,1,75,6/12/2024,2.28,24,316,15,STR-OPLI-19-003321
52226881,Spacious & cozy 3BR/3BA townhome with parking!,398317720,Joanne,Central Area,Atlantic,47.60117,-122.29808,Entire home/apt,230,1,120,6/1/2024,3.56,66,333,30,STR-OPLI-21-000729
52236081,The Brooklyn | walkable | Cap Hill w/Rooftop,422845059,Faizan,Capitol Hill,Broadway,47.62438,-122.3175,Entire home/apt,278,2,110,6/18/2024,3.33,1,240,44,STR-OPLI-21-000922
52241573,Modern Capitol Hill Studio Steps to Volunteer Park,340706410,Vince,Capitol Hill,Broadway,47.62688,-122.3237,Entire home/apt,224,1,162,6/22/2024,4.9,98,48,33,STR-OPLI-21-000494
52241591,Primo Capitol Hill Studio - Amazing Views,340706410,Vince,Capitol Hill,Broadway,47.62579,-122.32178,Entire home/apt,194,1,150,6/7/2024,4.61,98,60,49,STR-OPLI-21-000494
52244634,Exquisite 2 Bedroom Home in Downtown Seattle!,80333752,Ashley And Mike,Downtown,Belltown,47.61433,-122.34684,Entire home/apt,327,2,128,6/5/2024,3.82,36,153,35,STR-OPLI-21-000283
52255237,"Blueground | S. Lake Union, w/d, space needle view",107434423,Blueground,Cascade,South Lake Union,47.6224773,-122.3427848,Entire home/apt,,31,1,4/16/2022,0.04,340,3,0,
52259571,Retro meets Modern-Walkable & Mins to Attractions,340706410,Vince,Queen Anne,West Queen Anne,47.63871,-122.36765,Entire home/apt,164,30,64,4/27/2024,1.91,98,171,30,STR-OPLI-19-002357
52261508,"Modern, Wallingford - monthly",63674214,Whitman,Other neighborhoods,Wallingford,47.66372,-122.34183,Entire home/apt,170,30,11,6/12/2024,0.36,10,352,4,
52263159,Modern Urban Retreat Near Park/Restaurants w/AC,28420265,Sherry,Central Area,Atlantic,47.59595,-122.29906,Entire home/apt,314,2,71,6/8/2024,2.13,49,293,18,STR-OPLI-21-000885
52264286,Wallingford 1 Bedroom,63674214,Whitman,Other neighborhoods,Wallingford,47.66329,-122.34324,Entire home/apt,170,30,2,9/2/2023,0.07,10,352,1,
52268987,UW -Upgraded Home with 5BR/4Ba/4Parking/EV charger,15740459,Kenny,University District,University District,47.66808,-122.31975,Entire home/apt,483,1,78,6/23/2024,2.79,2,308,40,STR-OPLI-21-000956
52269347,Light filled 3br apartment in walkers paradise,10289892,Nick,Other neighborhoods,Wallingford,47.65866,-122.34221,Entire home/apt,520,5,4,6/28/2022,0.13,3,33,0,STR-OPLI-21-000200
52280886,Modern 2BD Getaway | Private Yard | City Views,31187125,Payton,Ballard,Sunset Hill,47.67779333,-122.3936806,Entire home/apt,295,1,115,6/7/2024,3.48,9,312,30,STR-OPLI-21-000280
52282887,"Cozy, Modern Studio Centrally Located",14018935,James,Central Area,Mann,47.61171,-122.29756,Entire home/apt,84,2,34,5/30/2024,1.08,1,16,10,STR-OPLI-22-001524
52289467,"Parkside Seattle - Spacious, welcoming studio apt.",223891615,Ginny,Seward Park,Seward Park,47.54825,-122.25871,Entire home/apt,150,30,44,7/11/2023,1.42,1,68,3,STR-OPLI-21-001324
52300162,Large 5bed/3bath - Beds for the whole grou,5325329,Blair,Beacon Hill,South Beacon Hill,47.52155,-122.28512,Entire home/apt,296,1,174,6/10/2024,5.51,6,102,67,STR-OPLI-21-001400
52315070,"Professional’s Oasis, Cozy Apartment",797974,Nana,Cascade,Westlake,47.6333,-122.34242,Entire home/apt,101,30,2,11/21/2023,0.1,1,335,1,
52323236,"Family-friendly Roosevelt home, walk to light rail",1671337,Don,Other neighborhoods,Roosevelt,47.68076,-122.31524,Entire home/apt,358,2,70,6/13/2024,2.24,1,199,24,STR-OPLI-21-001063
52326139,Ravenna Chic Escape | 8 mins from UW/N Seattle,32683907,David,University District,University District,47.66841,-122.31025,Entire home/apt,233,1,114,6/9/2024,3.39,2,131,37,STR-OPLI-21-000878
52332217,U-District Warmth | 8 mins walk to UW,32683907,David,University District,University District,47.66895,-122.30816,Entire home/apt,281,1,152,6/12/2024,4.55,2,114,53,STR-OPLI-21-000878
52334612,Easy Access Cute Studio in Capitol Hill,18055280,Claire,Capitol Hill,Broadway,47.61602,-122.31663,Entire home/apt,186,1,209,6/23/2024,6.28,1,140,85,STR-OPLI-20-000658
52334964,Full Basement (Self Check in) - Great Location!,282560,Rama & Tania,Other neighborhoods,Wallingford,47.657562,-122.32605,Entire home/apt,,7,26,6/23/2024,0.82,1,11,10,STR-OPLI-21-000893
52345747,"Fresh Apt w# Balcony by Arboretum, Shops, Cap Hill",253059,Marie,Central Area,Harrison/Denny-Blaine,47.62248159,-122.292833,Entire home/apt,334,3,23,5/5/2024,0.7,6,251,8,STR-OPLI-19-002058
52351595,Tucked Away Bungalow | Office | HS Fiber | A/C,18665153,Wendi,Central Area,Minor,47.60894,-122.30583,Entire home/apt,160,2,136,6/10/2024,4.27,1,223,56,STR-OPLI-21-000969
52353521,"Quiet, Cozy West Seattle Abode",23257429,Prezel,West Seattle,Genesee,47.56598136,-122.3840882,Entire home/apt,,30,0,,,1,22,0,
52368417,West Seattle View Retreat,5439562,Bri,West Seattle,Gatewood,47.54264,-122.3919,Entire home/apt,205,2,100,4/29/2024,3.08,2,122,27,STR-OPLI-20-000314
52368612,Ballard's vintage Moroccan-inspired Basement Stdio,340706410,Vince,Ballard,Whittier Heights,47.67973,-122.36636,Entire home/apt,,30,164,1/22/2024,4.89,98,0,14,STR-OPLI-20-000869
52369825,Cosy Urban Oasis with Patio in Lower Queen Anne,2426183,Lucia,Queen Anne,Lower Queen Anne,47.62055,-122.35569,Entire home/apt,79,30,8,1/1/2024,0.25,1,216,4,
52373676,"Quiet, Private Guest Suite in Sunset Hill Ballard",20427761,Robin,Ballard,Sunset Hill,47.676098,-122.397331,Entire home/apt,107,2,128,6/5/2024,3.82,1,300,42,STR-OPLI-21-000608
52385798,The Broadview Guesthouse of Seattle,27130675,Ted,Other neighborhoods,Broadview,47.7139,-122.35874,Entire home/apt,121,2,57,6/15/2024,1.9,1,200,37,STR-OPLI-21-001183
52402978,Walk to Space Needle-Comfy One Bedroom Queen Anne,183750232,Tommy,Queen Anne,Lower Queen Anne,47.62647,-122.35159,Entire home/apt,176,1,254,6/9/2024,7.65,2,349,89,STR-OPLI-21-001068
52406448,Sonder The Boylston | Lower-Level Queen Room,219526255,Sonder (Seattle),Downtown,First Hill,47.61352,-122.32313,Private room,197,1,15,4/7/2024,0.53,21,331,9,Exempt
52406576,Sonder The Boylston | Queen Room,219526255,Sonder (Seattle),Downtown,First Hill,47.61348,-122.32309,Private room,227,1,26,11/7/2023,0.86,21,364,3,Exempt
52417453,Sonder The Boylston | Queen Room on Top Floors,219526255,Sonder (Seattle),Downtown,First Hill,47.61356,-122.32308,Private room,204,1,263,6/10/2024,8.46,21,365,106,Exempt
52423852,Wedgewood charmer with yard - and tons of space,5325329,Blair,Other neighborhoods,Wedgwood,47.69166,-122.29546,Entire home/apt,,1,103,5/27/2024,3.1,6,85,17,STR-OPLI-21-001399
52424432,Birdhouse on Green Lake,340706410,Vince,Other neighborhoods,Wallingford,47.66979127,-122.3374902,Entire home/apt,237,1,233,6/11/2024,7.3,98,318,73,STR-OPLI-19-001417
52425210,Elegant and Cozy Alki Beach Home,3391101,Julian,West Seattle,North Admiral,47.58165,-122.40166,Entire home/apt,150,30,21,11/13/2022,0.67,1,49,0,STR-OPLI-21-001211
52429099,5 BDRM Top Queen Anne Quiet home & 5 min 2 DT,7435040,Vacation Rental LLC,Queen Anne,West Queen Anne,47.63928,-122.35946,Entire home/apt,531,1,57,5/13/2024,1.77,24,328,11,STR-OPLI-19-003321
52439714,Cozy 2b1b Guest Suite next to Kerry Park,165482347,Chenyu,Queen Anne,Lower Queen Anne,47.6302,-122.35951,Entire home/apt,185,1,164,6/10/2024,5.15,1,31,51,STR-OPLI-21-001019
52450516,Third floor two room suite in the heart of Ballard,2604746,Janet,Ballard,Adams,47.67271,-122.38716,Private room,120,2,36,5/10/2024,1.2,1,47,12,STR-OPLI-21-001083
52494760,Master Bedroom Suite and Cedar Hot Tub,399759096,Andrew,Central Area,Minor,47.60794,-122.30893,Private room,84,1,165,6/7/2024,4.99,5,5,50,STR-OPLI-21-000247
52495083,Cabin Vibes Condo in North Capitol Hill,116740214,Luke,Capitol Hill,Montlake,47.639717,-122.320282,Entire home/apt,129,30,111,5/19/2024,3.39,7,204,29,STR-OPLI-21-000627
52499149,Beautiful Two-Bedroom Townhouse in Madison Valley,451467,Kristin,Central Area,Mann,47.61823,-122.29937,Entire home/apt,239,3,48,6/9/2024,1.6,1,11,19,STR-OPLI-21-001353
52506678,"Blueground | S. Lake Union, gym, nr space needle",107434423,Blueground,Cascade,South Lake Union,47.62258,-122.33548,Entire home/apt,185,31,1,1/22/2024,0.19,340,301,1,
52506764,"Blueground | S. Lake Union, gym, nr space needle",107434423,Blueground,Cascade,South Lake Union,47.62258,-122.33548,Entire home/apt,232,31,0,,,340,0,0,
52512285,"New Clean One Bedroom, Walk to Space Needle",52272417,Emma,Queen Anne,Lower Queen Anne,47.6263,-122.34939,Entire home/apt,161,1,214,6/22/2024,6.43,3,341,82,STR-OPLI-21-001068
52518496,Seattle Snuggery in The Heart of Belltown,33252232,Taylor,Downtown,Belltown,47.615368,-122.341354,Entire home/apt,157,2,175,6/15/2024,5.76,1,155,60,STR-OPLI-21-001292
52518694,Spacious 3 Bedroom Home atop Queen Anne Hill,424931782,Jim,Queen Anne,East Queen Anne,47.63702,-122.35497,Entire home/apt,189,28,51,6/18/2024,1.68,3,281,26,STR-OPLI-21-001069
52527365,"Bright 2 BR Home - Steps to Park, Brewery & Dining",85916664,Royce,Other neighborhoods,Greenwood,47.69157,-122.34846,Entire home/apt,106,2,117,6/19/2024,4.31,1,11,50,STR-OPLI-22-000461
52540003,"Extra Cozy, Newly Remodeled, Central Seattle Suite",425259438,Manisha,Central Area,Atlantic,47.59251,-122.29964,Entire home/apt,108,2,172,6/10/2024,5.18,2,133,65,STR-OPLI-21-000952
52555262,Gorgeous 2 BR Penthouse in the Heart of the City,386420269,Kathryn And Mike,Downtown,Belltown,47.61554,-122.34841,Entire home/apt,327,2,149,6/2/2024,4.56,30,149,57,STR-OPLI-19-001655
52555603,Charming Queen Anne home w/ stunning Seattle views,28420265,Sherry,Queen Anne,Lower Queen Anne,47.62597,-122.36083,Entire home/apt,279,2,127,6/9/2024,3.86,49,8,50,STR-OPLI-21-000903
52556799,"Private suite with yard, parking & major bus lines",10903708,Jesse And Dot,Other neighborhoods,Bitter Lake,47.7052,-122.345482,Entire home/apt,74,3,184,6/15/2024,5.62,2,11,87,STR-OPLI-21-000900
52564340,Modern 3 BR Townhouse in the Heart of Seattle,421106528,Kenny,Cascade,Eastlake,47.63877,-122.32649,Entire home/apt,284,3,54,6/10/2024,1.69,1,200,21,STR-OPLI-21-001371
52567461,Boho-Chic Retreat near Space Needle + Tesla Rental,77535999,Jay,Downtown,Belltown,47.61823803,-122.3391905,Entire home/apt,249,2,216,6/5/2024,7.43,2,246,66,STR-OPLI-22-000086
52594415,Large funky 2 or 3 bedroom unit in prime location,253059,Marie,Other neighborhoods,Fremont,47.65569,-122.35544,Entire home/apt,356,3,21,6/10/2024,0.65,6,199,6,STR-OPLI-19-000837
52609914,"Blueground | S. Lake Union, gym, space needle view",107434423,Blueground,Cascade,South Lake Union,47.6224773,-122.3427848,Entire home/apt,,31,0,,,340,0,0,
52626616,Modern 2Bd+2Ba Home/Near Light Rail/Airport/Bus,230287218,Dorothy,Beacon Hill,South Beacon Hill,47.52142,-122.2843,Entire home/apt,130,2,86,6/6/2024,2.63,5,5,23,STR-OPLI-19-002141
52627845,"Blueground | S. Lake Union, gym, space needle view",107434423,Blueground,Cascade,South Lake Union,47.623719,-122.3359958,Entire home/apt,,31,2,5/17/2024,0.42,340,18,2,
52635431,Craftsman Home w/Hot Tub in Montlake. 1 mi from UW,7219180,Julie,Capitol Hill,Stevens,47.6328,-122.30277,Entire home/apt,464,3,8,6/8/2024,0.34,1,161,4,STR-OPLI-22-001154
52639007,Urban Oasis w/ Space Needle View & Garage Parking,121020756,Brandon,Downtown,Belltown,47.61672,-122.34554,Entire home/apt,223,3,135,6/17/2024,4.24,1,11,34,STR-OPLI-21-001135
52655676,Amazing Studio in Columbia City-Near Light Rail,225034304,Julie,Rainier Valley,Columbia City,47.55684,-122.28711,Entire home/apt,137,1,184,6/13/2024,5.58,3,338,70,STR-OPLI-22-000075
52658221,Duplex 4 BR With Rooftop views of Space Needle,114731080,Jerald,Capitol Hill,Broadway,47.62476,-122.31746,Entire home/apt,799,7,1,8/15/2022,0.04,2,142,0,STR-OPLI-21-000751
52659389,Comfort and Luxury Tropical Villa with EV Charger.,340994747,Hamy,Rainier Valley,Dunlap,47.52011871,-122.2777481,Entire home/apt,521,2,123,6/21/2024,3.92,1,252,48,STR-OPLI-21-001379
52659854,Green Lake guest suite w/ private entrance,193954244,Teddy,Northgate,Maple Leaf,47.69099,-122.32455,Entire home/apt,69,1,89,3/13/2024,2.74,1,174,23,STR-OPLI-19-001255
52674987,COZY⚡️CLEAN⚡️MODERN Updated Private-2BR Guest Suite,8146482,Amy,Delridge,North Delridge,47.55916,-122.36391,Entire home/apt,159,2,88,6/17/2024,2.69,5,154,33,STR-OPLI-21-000968
52675467,"Charming, Private Room in Seattle",145395136,Aditya,Other neighborhoods,Broadview,47.72243,-122.35705,Private room,,30,6,2/1/2023,0.19,1,7,0,
52677189,Cozy 3BR Home | Outdoor patio | Gym,398317720,Joanne,Other neighborhoods,Wallingford,47.66081,-122.32273,Entire home/apt,226,1,124,6/3/2024,3.78,66,323,34,STR-OPLI-21-001009
52692463,"Stylish 2 BR, 2 BA Home in the Heart of the City!",80333752,Ashley And Mike,Downtown,Belltown,47.61446,-122.34659,Entire home/apt,391,2,118,5/21/2024,3.69,36,150,34,STR-OPLI-19-003007
52692588,1BR Suite | Backyard | Gym,398317720,Joanne,Other neighborhoods,Wallingford,47.6605,-122.32263,Entire home/apt,121,1,98,5/25/2024,2.98,66,325,15,STR-OPLI-21-001009
52694906,ALKI BEACHFRONT GETAWAY #1- AMAZING VIEW!,78134139,Michael,West Seattle,Alki,47.58169,-122.40377,Entire home/apt,241,2,133,6/18/2024,4.11,9,305,48,STR-OPLI-21-000988
52708294,Private TINY Room with Shared Bathroom,123468144,Wish,Rainier Valley,Rainier Beach,47.51270676,-122.2713013,Private room,99,1,22,9/4/2023,0.81,16,45,1,STR-OPLI-21-001345
52708295,Quiet & Charming Big Private Room-Shared Bathroom,123468144,Wish,Rainier Valley,Rainier Beach,47.512707,-122.271301,Private room,75,1,21,4/30/2023,0.71,16,174,0,STR-OPLI-21-001345
52716129,West Seattle Midcentury Lounge,82580901,Mary,West Seattle,Fauntleroy,47.52815817,-122.3836829,Entire home/apt,124,1,66,6/17/2024,4.3,1,213,51,STR-OPLI-23-000304
52718445,Architect's Mid-Century-Modern Home,7008342,Heywood,Beacon Hill,South Beacon Hill,47.51674271,-122.2853622,Entire home/apt,141,1,171,6/4/2024,5.21,2,13,55,STR-OPLI-19-002825
52719504,Greenwood Gardens GuestQuarters Immaculate & Homey,46771655,Abigail,Other neighborhoods,Greenwood,47.68831,-122.365,Entire home/apt,122,3,50,6/23/2024,1.61,2,40,24,STR-OPLI-22-001423
52721625,Near Zoo,63674214,Whitman,Other neighborhoods,Wallingford,47.66377,-122.34139,Entire home/apt,,30,0,,,10,352,0,
52721927,Private 2Bd/2Ba Home w Decks Near Rail/Airport/Bus,230287218,Dorothy,Beacon Hill,South Beacon Hill,47.51914,-122.28362,Entire home/apt,129,2,55,6/3/2024,1.81,5,10,16,STR-OPLI-19-002141
52724069,"Modern Home in the Heart of Fremont, Rooftop Views",118121887,Michael,Other neighborhoods,Fremont,47.65265994,-122.3566706,Entire home/apt,366,2,44,6/13/2024,3.8,1,278,44,STR-OPLI-23-000697
52733946,"*Space Villa: Beautiful views, closer to Amazon",213636683,Seema,Ballard,West Woodland,47.66388,-122.36666,Entire home/apt,177,31,6,6/10/2023,0.21,6,361,0,STR-PLLI-21-000021
52735199,Cozy Apartment in the heart of Ballard,7952516,Emily,Ballard,Adams,47.67122,-122.39714,Entire home/apt,177,1,29,6/23/2024,1.6,1,104,23,STR-OPLI-22-001890
